id,支付方式,押金,当前租约,剩余租约,最长可租,续租方式,分时出租
1269525,1月一付,3月房租,-,3个月,12个月,无,否
1280827,,,,,,无,
1282373,,,,,,无,
1282085,,,,,,无,
1284579,,,,,,无,
1273991,3月一付,3月房租,-,18个月,12个月,无,否
1271253,,,,,,无,
1272146,,,,,,无,
1273343,,,,,,无,
1269966,,,,,,无,
1274232,,,,,,无,
1264458,3月一付,2月房租,-,-,60个月,无,否
1277443,,,,,,无,
1277157,,,,,,无,
1256971,3月一付,3月房租,-,60个月,60个月,无,否
1212688,3月一付,2月房租,-,34个月,-,无,否
1287515,半年付（13.8万）,2月房租,-,54个月,60个月,无,否
1285148,,,,,,无,
1283228,,,,,,无,
1281100,,,,,,无,
1262663,3月一付,2月房租,-,40个月,36个月,无,否
1279213,,,,,,无,
1261965,半年付（15.96万）,2月房租,-,36个月,36个月,无,否
1250947,3月一付,1月房租,-,-,36个月,无,否
1273346,2月一付,3月房租,-,12个月,-,继续使用原租约,否
1228615,3月一付,3月房租,-,-,36个月,无,否
1024695,,,,,,无,
1225312,3月一付,1月房租,-,-,12个月,无,否
1236754,,,,,,无,
1297350,,,,,,无,
1286756,,,,,,无,
1237212,2月一付,2月房租,-,18个月,24个月,无,否
1253941,3月一付,1月房租,-,30个月,36个月,无,否
1220696,3月一付,3月房租,-,-,72个月,无,否
1295089,,,,,,无,
1283744,,,,,,无,
1274601,1月一付,2月房租,-,18个月,24个月,继续使用原租约,否
1286115,,,,,,无,
1297397,,,,,,无,
1286495,,,,,,无,
1287142,,,,,,无,
1263284,年付（7.32万）,1月房租,-,4个月,36个月,另签一份,否
1190577,,,,,,无,
1264050,半年付（12.5万）,20000元,-,42个月,60个月,无,否
1281167,,,,,,无,
1254878,3月一付,1月房租,-,7个月,36个月,无,否
1248324,半年付（7.2万）,2月房租,-,4个月,24个月,无,否
1189689,半年付（16.52万）,1月房租,-,-,60个月,无,否
1181264,年付（17万）,3月房租,-,48个月,12个月,无,否
1277181,,,,,,无,
1138410,半年付（4.08万）,1月房租,-,-,-,无,否
1205344,年付（2.04万）,1月房租,-,-,24个月,无,否
1283524,3月一付,3月房租,-,17个月,36个月,无,否
1294862,,,,,,无,
1281190,,,,,,无,
1145705,半年付（9万）,1月房租,-,-,12个月,无,否
1294926,,,,,,无,
1277476,,,,,,无,
1297464,,,,,,无,
1249838,3月一付,1月房租,-,-,36个月,无,否
1255535,2月一付,3月房租,-,36个月,60个月,无,否
1232886,半年付（8.7万）,1月房租,-,-,60个月,无,否
1272129,半年付（7.74万）,1月房租,-,6个月,36个月,无,否
1286912,,,,,,无,
1273178,3月一付,3月房租,-,24个月,60个月,无,否
1214837,3月一付,2月房租,-,-,36个月,无,否
1161714,半年付（8.04万）,50000元,-,-,60个月,无,否
1296906,,,,,,无,
1280863,,,,,,无,
1279437,,,,,,无,
1285495,,,,,,无,
1149317,3月一付,1月房租,-,-,60个月,无,否
1287998,,,,,,无,
1272768,半年付（2.9万）,3000元,-,6个月,24个月,无,否
1264897,,,,,,无,
1228724,2月一付,2月房租,-,-,-,无,否
1281736,,,,,,无,
1288865,,,,,,无,
1244887,3月一付,2月房租,-,36个月,-,无,否
1266453,1月一付,1月房租,-,24个月,24个月,无,否
1263824,3月一付,2月房租,-,12个月,36个月,继续使用原租约,否
1292494,,,,,,无,
1256886,,,,,,无,
1297039,,,,,,无,
1169797,,,,,,无,
1285594,,,,,,无,
1109030,半年付（6万）,1月房租,-,-,36个月,另签一份,否
1266729,2月一付,3月房租,-,60个月,60个月,无,否
1281033,,,,,,无,
1297410,,,,,,无,
1292356,,,,,,无,
1296893,,,,,,无,
1238724,3月一付,1月房租,-,51个月,48个月,无,否
1292605,,,,,,无,
1287207,,,,,,无,
1288587,,,,,,无,
1297352,,,,,,无,
1237204,3月一付,2月房租,-,-,72个月,无,否
1256108,1月一付,2月房租,-,36个月,60个月,另签一份,否
1283381,,,,,,无,
1287741,3月一付,3月房租,-,42个月,60个月,无,否
1297391,,,,,,无,
1292462,,,,,,无,
1297450,,,,,,无,
1297514,,,,,,无,
1296193,,,,,,无,
1294975,,,,,,无,
1228759,,,,,,无,
1288083,,,,,,无,
1283138,,,,,,无,
1286847,,,,,,无,
1294551,,,,,,无,
1287775,2月一付,2月房租,-,18个月,24个月,无,否
1279320,,,,,,无,
1294798,,,,,,无,
1296658,,,,,,无,
1292353,,,,,,无,
1282105,,,,,,无,
1289183,,,,,,无,
1294994,,,,,,无,
1210314,年付（180万）,1月房租,-,-,12个月,无,否
1191011,半年付（6万）,1月房租,-,-,36个月,无,否
1297635,,,,,,无,
1286972,,,,,,无,
1292445,,,,,,无,
1283748,,,,,,无,
1280723,,,,,,无,
1296223,,,,,,无,
1281018,,,,,,无,
1278773,,,,,,无,
1289002,,,,,,无,
1292519,,,,,,无,
1286547,年付（7万）,,-,36个月,36个月,无,否
1279096,,,,,,无,
1284218,,,,,,无,
1287319,,,,,,无,
1297646,,,,,,无,
1282026,,,,,,无,
1287344,,,,,,无,
1292363,,,,,,无,
1287247,,,,,,无,
1297527,,,,,,无,
1288625,,,,,,无,
1295044,,,,,,无,
1286352,,,,,,无,
1267673,,,,,,无,
1248532,,,,,,无,
1179574,3月一付,2月房租,-,-,-,无,否
1204299,,,,,,无,
1276746,,,,,,无,
1287072,,,,,,无,
1287280,,,,,,无,
1282034,,,,,,无,
1285033,,,,,,无,
1287634,,,,,,无,
1284765,,,,,,无,
1286772,1月一付,2月房租,-,18个月,24个月,无,否
1296508,,,,,,无,
1285469,,,,,,无,
1297194,,,,,,无,
1222577,,,,,,无,
1286428,,,,,,无,
1296585,,,,,,无,
1286769,,,,,,无,
1287334,,,,,,无,
1287386,,,,,,无,
1287366,,,,,,无,
1270159,,,,,,无,
1297378,,,,,,无,
1200630,年付（7.8万）,1月房租,-,-,36个月,无,否
1111533,半年付（6万）,1月房租,-,12个月,24个月,继续使用原租约 另签一份,否
1282012,,,,,,无,
1295056,,,,,,无,
1292780,,,,,,无,
1287188,,,,,,无,
1292522,,,,,,无,
1287183,,,,,,无,
1287597,,,,,,无,
1296206,,,,,,无,
1293302,,,,,,无,
1183092,1月一付,3月房租,-,22个月,36个月,继续使用原租约 另签一份,否
1286890,,,,,,无,
1286901,,,,,,无,
1294799,,,,,,无,
1295026,,,,,,无,
1284102,,,,,,无,
1281488,3月一付,1月房租,-,60个月,60个月,无,否
1284603,,,,,,无,
1272456,,,,,,无,
1282889,,,,,,无,
865630,3月一付,2月房租,-,-,12个月,无,否
1279575,,,,,,无,
1277150,,,,,,无,
1269165,,,,,,无,
1263292,,,,,,无,
1286472,,,,,,无,
1265002,,,,,,无,
1264021,年付（30万）,1月房租,-,-,36个月,无,否
1277127,,,,,,无,
1280883,,,,,,无,
1275259,,,,,,无,
1244567,3月一付,2月房租,-,-,60个月,无,否
1278266,,,,,,无,
1246506,,,,,,无,
1278267,,,,,,无,
1283303,,,,,,无,
1283184,,,,,,无,
1284125,,,,,,无,
1297631,,,,,,无,
1281693,3月一付,3月房租,-,60个月,72个月,无,否
1271760,,,,,,无,
1074349,3月一付,2月房租,-,-,60个月,无,否
1287627,,,,,,无,
1287727,,,,,,无,
1292568,,,,,,无,
1215607,半年付（2.1万）,1月房租,-,-,12个月,无,否
1274661,,,,,,无,
1293063,,,,,,无,
1287749,,,,,,无,
1277348,,,,,,无,
1280769,,,,,,无,
1275803,,,,,,无,
1275779,,,,,,无,
1055816,半年付（6万）,1月房租,-,11个月,24个月,继续使用原租约,否
1274937,,,,,,无,
1278702,,,,,,无,
1263465,,,,,,无,
1265096,,,,,,无,
1266144,,,,,,无,
943698,,,,,,无,
1282343,,,,,,无,
1283186,,,,,,无,
1296918,,,,,,无,
959101,3月一付,1月房租,-,-,12个月,另签一份,否
1244886,3月一付,2月房租,-,-,-,无,否
1296483,,,,,,无,
1136001,半年付（8万）,1月房租,-,-,36个月,无,否
1294938,,,,,,无,
1265569,,,,,,无,
1259536,,,,,,无,
1296958,,,,,,无,
1238631,半年付（40.8万）,1月房租,-,-,12个月,无,否
1292520,,,,,,无,
1279012,,,,,,无,
1226628,3月一付,1月房租,-,-,-,无,否
1263306,3月一付,2月房租,-,-,48个月,无,否
1296811,,,,,,无,
1297002,,,,,,无,
1266293,,,,,,无,
1278693,,,,,,无,
1287784,,,,,,无,
1288586,,,,,,无,
705641,3月一付,3月房租,-,-,24个月,无,否
1288753,,,,,,无,
1262994,,,,,,无,
1286474,,,,,,无,
1283837,,,,,,无,
1281953,,,,,,无,
1278926,,,,,,无,
1282017,,,,,,无,
1295031,,,,,,无,
1288699,,,,,,无,
1296736,,,,,,无,
1298340,,,,,,无,
1293448,,,,,,无,
1288733,,,,,,无,
1292638,,,,,,无,
1288422,,,,,,无,
1297634,,,,,,无,
1288750,,,,,,无,
1297632,,,,,,无,
1292438,,,,,,无,
1286298,,,,,,无,
1294937,,,,,,无,
1295933,,,,,,无,
1264759,,,,,,无,
1288005,,,,,,无,
1297067,,,,,,无,
1292541,,,,,,无,
1288075,,,,,,无,
1294530,,,,,,无,
1283829,,,,,,无,
1286246,,,,,,无,
1297604,,,,,,无,
1292630,,,,,,无,
903714,3月一付,1月房租,-,-,60个月,无,否
1297578,,,,,,无,
1297563,,,,,,无,
1297552,,,,,,无,
1297545,,,,,,无,
1297533,,,,,,无,
1297523,,,,,,无,
1297516,,,,,,无,
1297510,,,,,,无,
1297509,,,,,,无,
1297508,,,,,,无,
1297506,,,,,,无,
1297503,,,,,,无,
1297502,,,,,,无,
1297499,,,,,,无,
1297498,,,,,,无,
1297495,,,,,,无,
1297494,,,,,,无,
1297492,,,,,,无,
1297490,,,,,,无,
1297488,,,,,,无,
1297487,,,,,,无,
1297485,,,,,,无,
1297481,,,,,,无,
1297480,,,,,,无,
1297479,,,,,,无,
1297478,,,,,,无,
1297477,,,,,,无,
1297476,,,,,,无,
1297475,,,,,,无,
1297474,,,,,,无,
1297471,,,,,,无,
1297470,,,,,,无,
1297469,,,,,,无,
1297468,,,,,,无,
1297463,,,,,,无,
1297461,,,,,,无,
1297467,,,,,,无,
1297460,,,,,,无,
1297459,,,,,,无,
1297465,,,,,,无,
1297462,,,,,,无,
1297458,,,,,,无,
1295024,,,,,,无,
1269950,,,,,,无,
1294844,,,,,,无,
1297452,,,,,,无,
1297444,,,,,,无,
1297447,,,,,,无,
1297445,,,,,,无,
1297449,,,,,,无,
1297446,,,,,,无,
1297448,,,,,,无,
1297451,,,,,,无,
1272171,,,,,,无,
1296451,,,,,,无,
1297167,,,,,,无,
1296453,,,,,,无,
1297443,,,,,,无,
1297440,,,,,,无,
1297437,,,,,,无,
1297422,,,,,,无,
1297421,,,,,,无,
1297420,,,,,,无,
1297419,,,,,,无,
1297418,,,,,,无,
1297416,,,,,,无,
1297414,,,,,,无,
1297413,,,,,,无,
1297412,,,,,,无,
1297411,,,,,,无,
1297407,,,,,,无,
1297406,,,,,,无,
1297404,,,,,,无,
1297402,,,,,,无,
1297399,,,,,,无,
1297395,,,,,,无,
1297393,,,,,,无,
1297394,,,,,,无,
1297388,,,,,,无,
1297387,,,,,,无,
1297390,,,,,,无,
1294536,,,,,,无,
1297383,,,,,,无,
1297375,,,,,,无,
1297371,,,,,,无,
1297370,,,,,,无,
1297369,,,,,,无,
1297360,,,,,,无,
1297356,,,,,,无,
1297358,,,,,,无,
1297357,,,,,,无,
1297147,,,,,,无,
1297270,,,,,,无,
1297331,,,,,,无,
1297323,,,,,,无,
1297299,,,,,,无,
1288857,,,,,,无,
1297294,,,,,,无,
1297290,,,,,,无,
1297286,,,,,,无,
1297281,,,,,,无,
1297280,,,,,,无,
1297276,,,,,,无,
1297272,,,,,,无,
1297275,,,,,,无,
1297152,,,,,,无,
1286502,,,,,,无,
1297154,,,,,,无,
1297263,,,,,,无,
1297259,,,,,,无,
1297253,,,,,,无,
1232810,,,,,,无,
1277906,,,,,,无,
935556,3月一付,3月房租,-,-,36个月,无,否
1297146,,,,,,无,
1297148,,,,,,无,
1297149,,,,,,无,
1297150,,,,,,无,
1281616,,,,,,无,
1297153,,,,,,无,
1297155,,,,,,无,
1297156,,,,,,无,
1297157,,,,,,无,
1286951,3月一付,1月房租,-,36个月,60个月,继续使用原租约,否
1297171,,,,,,无,
1284972,3月一付,2月房租,-,-,60个月,无,否
1288378,,,,,,无,
1284619,,,,,,无,
1279465,,,,,,无,
1280798,,,,,,无,
1197215,半年付（4万）,1月房租,-,54个月,60个月,无,否
1282494,,,,,,无,
1281904,,,,,,无,
1277349,,,,,,无,
1277445,,,,,,无,
1278251,,,,,,无,
1297010,,,,,,无,
1284860,,,,,,无,
1284148,,,,,,无,
1278509,,,,,,无,
1279102,,,,,,无,
1198384,2月一付,2月房租,-,-,-,无,否
1297013,,,,,,无,
1296435,,,,,,无,
1296446,,,,,,无,
1296447,,,,,,无,
1296748,,,,,,无,
1296807,,,,,,无,
1296823,,,,,,无,
1296901,,,,,,无,
1296909,,,,,,无,
1296976,,,,,,无,
1288581,,,,,,无,
1279120,,,,,,无,
796904,年付（33.96万）,1月房租,-,6个月,12个月,继续使用原租约,否
1275808,,,,,,无,
1280821,,,,,,无,
1294527,,,,,,无,
1294529,,,,,,无,
1281413,,,,,,无,
1281465,,,,,,无,
1281065,,,,,,无,
1281311,,,,,,无,
1250900,,,,,,无,
1296504,,,,,,无,
1294526,,,,,,无,
1288433,,,,,,无,
1281078,,,,,,无,
1282433,,,,,,无,
1233964,半年付（10.8万）,2月房租,-,3个月,36个月,无,否
1295012,,,,,,无,
1294517,,,,,,无,
1294522,,,,,,无,
1281071,,,,,,无,
1288298,,,,,,无,
1280879,,,,,,无,
1287717,,,,,,无,
1280889,,,,,,无,
1281902,,,,,,无,
1281708,,,,,,无,
1288402,,,,,,无,
1279227,,,,,,无,
1296977,,,,,,无,
1296957,,,,,,无,
1279461,,,,,,无,
1296966,,,,,,无,
1296968,,,,,,无,
1296965,,,,,,无,
1295017,,,,,,无,
1201847,年付（126.52万）,3月房租,-,60个月,-,继续使用原租约,否
1296951,,,,,,无,
1296947,,,,,,无,
1296950,,,,,,无,
1296952,,,,,,无,
1296949,,,,,,无,
1296946,,,,,,无,
1296953,,,,,,无,
1296945,,,,,,无,
1296948,,,,,,无,
1296944,,,,,,无,
1296444,,,,,,无,
1296941,,,,,,无,
1296940,,,,,,无,
1296939,,,,,,无,
1296938,,,,,,无,
1296937,,,,,,无,
1296936,,,,,,无,
1296935,,,,,,无,
1296934,,,,,,无,
1296933,,,,,,无,
1296932,,,,,,无,
1296921,,,,,,无,
1296920,,,,,,无,
1296931,,,,,,无,
1296930,,,,,,无,
1296924,,,,,,无,
1296925,,,,,,无,
1296922,,,,,,无,
1296923,,,,,,无,
1296928,,,,,,无,
1296929,,,,,,无,
1296916,,,,,,无,
1296915,,,,,,无,
1296914,,,,,,无,
1296913,,,,,,无,
1296912,,,,,,无,
1296911,,,,,,无,
1296910,,,,,,无,
1296907,,,,,,无,
1296905,,,,,,无,
1296904,,,,,,无,
1296903,,,,,,无,
1296902,,,,,,无,
1296900,,,,,,无,
1296899,,,,,,无,
1296898,,,,,,无,
1296890,,,,,,无,
1296897,,,,,,无,
1296894,,,,,,无,
1296891,,,,,,无,
1296892,,,,,,无,
1296895,,,,,,无,
1296889,,,,,,无,
1296896,,,,,,无,
1296888,,,,,,无,
1294539,,,,,,无,
1296882,,,,,,无,
1296871,,,,,,无,
1296869,,,,,,无,
1296866,,,,,,无,
1296864,,,,,,无,
1286480,3月一付,2月房租,-,24个月,24个月,无,否
1296862,,,,,,无,
1296861,,,,,,无,
1296859,,,,,,无,
1296857,,,,,,无,
1296855,,,,,,无,
1296854,,,,,,无,
1296487,,,,,,无,
1296847,,,,,,无,
1296841,,,,,,无,
1296832,,,,,,无,
1296829,,,,,,无,
1296828,,,,,,无,
1296826,,,,,,无,
1296825,,,,,,无,
1296817,,,,,,无,
1296809,,,,,,无,
1296806,,,,,,无,
1296804,,,,,,无,
1296803,,,,,,无,
1296802,,,,,,无,
1296801,,,,,,无,
1296800,,,,,,无,
1296794,,,,,,无,
1296797,,,,,,无,
1296796,,,,,,无,
1296791,,,,,,无,
1296792,,,,,,无,
1296848,,,,,,无,
1296431,,,,,,无,
1296755,,,,,,无,
1296747,,,,,,无,
1296741,,,,,,无,
1296694,,,,,,无,
1137703,半年付（2.64万）,2月房租,-,24个月,24个月,继续使用原租约,否
1266013,3月一付,2月房租,-,-,12个月,无,否
1296654,,,,,,无,
1296653,,,,,,无,
1296651,,,,,,无,
1296648,,,,,,无,
1269203,3月一付,2月房租,-,9个月,24个月,无,否
1296646,,,,,,无,
1296643,,,,,,无,
1296640,,,,,,无,
1296638,,,,,,无,
1296634,,,,,,无,
1241598,3月一付,3月房租,-,-,60个月,无,否
1296633,,,,,,无,
1296625,,,,,,无,
1296623,,,,,,无,
1296619,,,,,,无,
1296612,,,,,,无,
1296600,,,,,,无,
1296596,,,,,,无,
1296593,,,,,,无,
1296589,,,,,,无,
1288104,,,,,,无,
1288100,,,,,,无,
1234924,半年付（15.6万）,1月房租,-,-,36个月,无,否
953000,3月一付,3月房租,-,-,60个月,无,否
952996,,,,,,无,
907304,3月一付,3月房租,-,-,60个月,无,否
1294825,,,,,,无,
1294852,,,,,,无,
1123075,3月一付,3月房租,-,-,36个月,无,否
1286697,,,,,,无,
1286740,,,,,,无,
1286765,,,,,,无,
1286766,,,,,,无,
1286785,,,,,,无,
1286877,,,,,,无,
1284617,,,,,,无,
1283197,,,,,,无,
1286922,,,,,,无,
1285467,,,,,,无,
1284871,,,,,,无,
1283820,,,,,,无,
1283857,,,,,,无,
1288582,,,,,,无,
1284082,,,,,,无,
1284818,,,,,,无,
1292498,,,,,,无,
1279230,,,,,,无,
1284624,,,,,,无,
1281995,,,,,,无,
1284160,,,,,,无,
1284155,,,,,,无,
1284124,,,,,,无,
1287602,,,,,,无,
1294854,,,,,,无,
1284139,,,,,,无,
1283842,,,,,,无,
1278683,,,,,,无,
1280725,,,,,,无,
1282873,,,,,,无,
1280067,,,,,,无,
1296494,,,,,,无,
1278217,,,,,,无,
1296495,,,,,,无,
1296493,,,,,,无,
1296492,,,,,,无,
1296491,,,,,,无,
1296490,,,,,,无,
1285956,,,,,,无,
1281060,,,,,,无,
1296439,,,,,,无,
1277822,,,,,,无,
1288631,,,,,,无,
1288380,,,,,,无,
1288674,,,,,,无,
1277592,,,,,,无,
1283871,,,,,,无,
1292577,,,,,,无,
1296430,,,,,,无,
1286434,,,,,,无,
1296436,,,,,,无,
1294520,,,,,,无,
1286537,,,,,,无,
1296437,,,,,,无,
1277303,,,,,,无,
1294523,,,,,,无,
1296438,,,,,,无,
1296440,,,,,,无,
1296460,,,,,,无,
1296432,,,,,,无,
1296443,,,,,,无,
1282574,,,,,,无,
1296450,,,,,,无,
1296449,,,,,,无,
1289153,,,,,,无,
1296445,,,,,,无,
1296448,,,,,,无,
1257162,,,,,,无,
1291647,,,,,,无,
1296452,,,,,,无,
1286831,,,,,,无,
1296456,,,,,,无,
799994,3月一付,1月房租,-,-,36个月,无,否
1277188,,,,,,无,
1279427,,,,,,无,
1285653,,,,,,无,
1285412,,,,,,无,
1286852,,,,,,无,
1292328,,,,,,无,
1287635,,,,,,无,
1282589,,,,,,无,
1294982,,,,,,无,
1276357,,,,,,无,
1286968,,,,,,无,
1292479,,,,,,无,
1257523,半年付（1.92万）,1月房租,-,-,24个月,无,否
1286881,,,,,,无,
1287171,,,,,,无,
1287204,,,,,,无,
1287092,,,,,,无,
1294853,,,,,,无,
1296166,,,,,,无,
1286090,,,,,,无,
1288105,,,,,,无,
1288304,,,,,,无,
1271214,,,,,,无,
1288072,,,,,,无,
1038443,3月一付,2月房租,-,-,24个月,无,否
1295039,,,,,,无,
1285161,,,,,,无,
1285167,,,,,,无,
1250897,2月一付,1月房租,-,-,36个月,无,否
1287623,,,,,,无,
1284114,,,,,,无,
1269365,,,,,,无,
1288593,,,,,,无,
1288851,,,,,,无,
1286928,,,,,,无,
1286952,,,,,,无,
1296292,,,,,,无,
1287133,,,,,,无,
1294923,,,,,,无,
1294542,,,,,,无,
1281698,,,,,,无,
1292524,,,,,,无,
1287356,,,,,,无,
1294550,,,,,,无,
1295105,,,,,,无,
1296243,,,,,,无,
1296241,,,,,,无,
1296234,,,,,,无,
1296238,,,,,,无,
1296236,,,,,,无,
1296237,,,,,,无,
1288588,,,,,,无,
1294858,,,,,,无,
1288646,,,,,,无,
1296227,,,,,,无,
1296220,,,,,,无,
1296217,,,,,,无,
1296224,,,,,,无,
1296226,,,,,,无,
1296219,,,,,,无,
1296222,,,,,,无,
1296225,,,,,,无,
1296216,,,,,,无,
1296212,,,,,,无,
1296204,,,,,,无,
1296202,,,,,,无,
1296200,,,,,,无,
1296199,,,,,,无,
1296198,,,,,,无,
1296197,,,,,,无,
1296186,,,,,,无,
1296187,,,,,,无,
1296189,,,,,,无,
1296191,,,,,,无,
1296188,,,,,,无,
1296173,,,,,,无,
1296171,,,,,,无,
1296149,,,,,,无,
1296147,,,,,,无,
1296142,,,,,,无,
1296137,,,,,,无,
1296136,,,,,,无,
1296133,,,,,,无,
1296113,,,,,,无,
1296104,,,,,,无,
1296102,,,,,,无,
1296087,,,,,,无,
1296088,,,,,,无,
1296086,,,,,,无,
1296093,,,,,,无,
1273003,年付（6万）,2000元,-,6个月,12个月,无,否
1296080,,,,,,无,
1296072,,,,,,无,
1296068,,,,,,无,
1296057,,,,,,无,
1296036,,,,,,无,
1295962,,,,,,无,
1295959,,,,,,无,
1295940,,,,,,无,
1295935,,,,,,无,
1295930,,,,,,无,
1295923,,,,,,无,
1295635,,,,,,无,
1295632,,,,,,无,
1295636,,,,,,无,
1295633,,,,,,无,
1295630,,,,,,无,
1295631,,,,,,无,
1295088,,,,,,无,
1295090,,,,,,无,
1295085,,,,,,无,
1295087,,,,,,无,
1295078,,,,,,无,
1295075,,,,,,无,
1295074,,,,,,无,
1295073,,,,,,无,
1295071,,,,,,无,
1295072,,,,,,无,
1295070,,,,,,无,
1280732,,,,,,无,
1287159,,,,,,无,
1287164,,,,,,无,
1287176,,,,,,无,
1287648,,,,,,无,
1295055,,,,,,无,
1295053,,,,,,无,
1295054,,,,,,无,
1295052,,,,,,无,
1134362,,,,,,无,
1293098,,,,,,无,
1295047,,,,,,无,
1295048,,,,,,无,
1295046,,,,,,无,
1295043,,,,,,无,
1294557,,,,,,无,
1295042,,,,,,无,
1295041,,,,,,无,
1285726,,,,,,无,
1295036,,,,,,无,
1295037,,,,,,无,
1295035,,,,,,无,
1295032,,,,,,无,
1295033,,,,,,无,
1284596,,,,,,无,
1294913,,,,,,无,
1295018,,,,,,无,
1295019,,,,,,无,
1295020,,,,,,无,
1295023,,,,,,无,
1295030,,,,,,无,
1295029,,,,,,无,
1295021,,,,,,无,
1295028,,,,,,无,
1295025,,,,,,无,
1295022,,,,,,无,
1295027,,,,,,无,
1287239,,,,,,无,
1287338,,,,,,无,
1294736,,,,,,无,
1295013,,,,,,无,
1295011,,,,,,无,
1295014,,,,,,无,
1295015,,,,,,无,
1294996,,,,,,无,
1294997,,,,,,无,
1294992,,,,,,无,
1294990,,,,,,无,
1294989,,,,,,无,
1294991,,,,,,无,
1294995,,,,,,无,
1294993,,,,,,无,
1294998,,,,,,无,
1281927,,,,,,无,
1294962,,,,,,无,
1294983,,,,,,无,
1294981,,,,,,无,
1294984,,,,,,无,
1281982,,,,,,无,
1294731,,,,,,无,
1294978,,,,,,无,
1294979,,,,,,无,
1294977,,,,,,无,
1294976,,,,,,无,
1294966,,,,,,无,
1294969,,,,,,无,
1294970,,,,,,无,
1294968,,,,,,无,
1294967,,,,,,无,
1294971,,,,,,无,
1294974,,,,,,无,
1294972,,,,,,无,
1294973,,,,,,无,
1294846,,,,,,无,
1294964,,,,,,无,
1294963,,,,,,无,
1294845,,,,,,无,
1294927,,,,,,无,
1294933,,,,,,无,
1294935,,,,,,无,
1294931,,,,,,无,
1294934,,,,,,无,
1294930,,,,,,无,
1294936,,,,,,无,
1294928,,,,,,无,
1294932,,,,,,无,
1288596,,,,,,无,
1294921,,,,,,无,
1294922,,,,,,无,
1294920,,,,,,无,
1294918,,,,,,无,
1294917,,,,,,无,
1294919,,,,,,无,
1277444,,,,,,无,
1294914,,,,,,无,
1294912,,,,,,无,
1277449,,,,,,无,
1294908,,,,,,无,
1294910,,,,,,无,
1294909,,,,,,无,
820756,3月一付,1月房租,-,-,24个月,另签一份,否
1288376,,,,,,无,
1294554,,,,,,无,
1277831,,,,,,无,
1294800,,,,,,无,
1294906,,,,,,无,
1294561,,,,,,无,
1294905,,,,,,无,
1294847,,,,,,无,
1294901,,,,,,无,
1294848,,,,,,无,
1277676,,,,,,无,
1256057,3月一付,2月房租,-,13个月,24个月,无,否
1294880,,,,,,无,
1282368,,,,,,无,
1029750,3月一付,1月房租,-,-,36个月,无,否
1281066,,,,,,无,
1294879,,,,,,无,
1294878,,,,,,无,
1284681,,,,,,无,
1294808,,,,,,无,
1294872,,,,,,无,
1294874,,,,,,无,
1294873,,,,,,无,
1294871,,,,,,无,
1284108,,,,,,无,
1281877,,,,,,无,
1294859,,,,,,无,
1294843,,,,,,无,
1294867,,,,,,无,
1294868,,,,,,无,
1286503,,,,,,无,
1294863,,,,,,无,
1294864,,,,,,无,
1294849,,,,,,无,
1274917,,,,,,无,
1294801,,,,,,无,
1294857,,,,,,无,
1294821,,,,,,无,
1294826,,,,,,无,
1282446,,,,,,无,
1284664,,,,,,无,
1286396,,,,,,无,
1294802,,,,,,无,
1294804,,,,,,无,
1294805,,,,,,无,
1294806,,,,,,无,
1286292,,,,,,无,
1148006,3月一付,1月房租,-,-,60个月,无,否
1294807,,,,,,无,
1294810,,,,,,无,
1294525,,,,,,无,
1294811,,,,,,无,
